time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-03-19T10:33:01.770Z,37.054,-97.8568333,5.4,1.64,ml,12,111,0.05593,0.04,ismpkansas,ismpkansas70257088,2019-03-19T19:03:02.510Z,"19km SE of Anthony, Kansas",earthquake,0.18,0.59,0.112,9,reviewed,ismp,ismp
2019-03-19T10:32:24.898Z,67.1255,-143.8038,7.9,1.5,ml,,,,0.81,ak,ak0193l62be0,2019-03-19T10:45:11.744Z,"89km NE of Fort Yukon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-19T10:25:20.680Z,33.4803333,-116.7863333,4.43,0.57,ml,35,40,0.03403,0.17,ci,ci38275927,2019-03-19T21:02:15.387Z,"8km ENE of Aguanga, CA",earthquake,0.2,0.38,0.096,18,reviewed,ci,ci
2019-03-19T10:21:21.284Z,37.0074,-116.3647,8.1,-0.4,ml,10,104.6,0.036,0.1389,nn,nn00680440,2019-03-20T00:33:44.147Z,"36km ENE of Beatty, Nevada",earthquake,,1.9,0.68,5,reviewed,nn,nn
2019-03-19T10:21:17.490Z,33.3443333,-116.3791667,12.05,1.43,ml,62,83,0.08233,0.21,ci,ci38275911,2019-03-19T13:37:27.740Z,"10km N of Borrego Springs, CA",earthquake,0.26,0.67,0.214,29,reviewed,ci,ci
2019-03-19T10:19:07.080Z,19.1003,-68.5916,38,2.24,md,6,188,0.6229,0.69,pr,pr2019078011,2019-03-20T08:31:26.040Z,"28km NNE of Otra Banda, Dominican Republic",earthquake,3.58,9.37,0.35,5,reviewed,pr,pr
2019-03-19T10:18:44.760Z,37.3703333,-121.7316667,6.2,2.28,md,83,33,0.02975,0.08,nc,nc73154156,2019-03-19T22:29:02.033Z,"8km E of Alum Rock, CA",earthquake,0.1,0.22,0.145,79,reviewed,nc,nc
2019-03-19T10:03:45.000Z,33.4908333,-116.7873333,5.39,0.48,ml,17,69,0.02408,0.15,ci,ci38275903,2019-03-19T13:37:03.639Z,"9km NE of Aguanga, CA",earthquake,0.27,0.77,0.134,14,reviewed,ci,ci
2019-03-19T09:55:14.821Z,38.0825,-118.0667,10.3,1.1,ml,7,169.68,0.357,0.2126,nn,nn00680435,2019-03-20T00:21:25.245Z,"69km SE of Hawthorne, Nevada",earthquake,,11.8,0.68,3,reviewed,nn,nn
2019-03-19T09:54:24.680Z,37.3034,-117.4897,1.8,0.9,ml,9,170.62,0.143,0.1937,nn,nn00680363,2019-03-19T17:38:52.346Z,"50km SSW of Goldfield, Nevada",earthquake,,4.2,0.38,5,reviewed,nn,nn
2019-03-19T09:53:26.513Z,37.0121,-116.3656,10.2,0.5,ml,38,94.51,0.037,0.1676,nn,nn00680361,2019-03-19T18:41:16.755Z,"36km ENE of Beatty, Nevada",earthquake,,0.8,0.41,18,reviewed,nn,nn
2019-03-19T09:51:57.700Z,19.4036674,-155.2845001,-0.17,1.81,ml,21,43,0.01316,0.11,hv,hv70872472,2019-03-19T09:57:40.280Z,"5km WSW of Volcano, Hawaii",earthquake,0.13,0.18,0.26,12,automatic,hv,hv
2019-03-19T09:42:06.865Z,59.878,-141.6223,2.5,2,ml,,,,0.77,ak,ak0193l5izv4,2019-03-19T20:10:42.551Z,"49km ESE of Cape Yakataga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-03-19T09:30:51.140Z,18.1185,-67.068,28,2.18,md,5,144,0.0599,0.25,pr,pr2019078010,2019-03-19T12:06:59.504Z,"3km NNE of Sabana Eneas, Puerto Rico",earthquake,1.24,1.88,0.14,5,reviewed,pr,pr
2019-03-19T09:28:08.081Z,38.0684,-118.0743,3.9,1.3,ml,12,121.97,0.37,0.1442,nn,nn00680359,2019-03-19T16:11:59.141Z,"69km SE of Hawthorne, Nevada",earthquake,,2.3,0.64,6,reviewed,nn,nn
2019-03-19T09:23:24.660Z,36.021,-117.7741667,1.45,0.92,ml,23,64,0.008354,0.09,ci,ci38275887,2019-03-19T20:46:02.349Z,"15km NE of Little Lake, CA",earthquake,0.13,0.15,0.228,13,reviewed,ci,ci
2019-03-19T09:21:54.660Z,37.5811667,-118.7978333,6.93,0.06,md,8,296,0.02637,0.03,nc,nc73154151,2019-03-19T18:48:02.775Z,"11km WNW of Toms Place, CA",earthquake,1.98,2.01,0.074,7,reviewed,nc,nc
2019-03-19T09:18:29.060Z,34.0518333,-117.2496667,14.95,0.98,ml,37,35,0.1196,0.21,ci,ci38275879,2019-03-19T13:37:25.059Z,"1km ENE of Loma Linda, CA",earthquake,0.3,0.62,0.141,28,reviewed,ci,ci
2019-03-19T09:11:19.060Z,37.5065,-121.6921667,5.55,1.14,md,23,51,0.04251,0.05,nc,nc73154146,2019-03-19T23:37:03.612Z,"20km NE of Alum Rock, CA",earthquake,0.16,0.42,0.207,18,reviewed,nc,nc
2019-03-19T09:10:13.410Z,19.440834,-155.593338,-1.73,1.79,md,28,92,0.01408,0.37,hv,hv70872427,2019-03-19T09:13:19.150Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.63,0.72,0.18,8,automatic,hv,hv
2019-03-19T09:09:10.854Z,37.0133,-116.3618,10.2,0.6,ml,45,94.42,0.04,0.1708,nn,nn00680357,2019-03-22T00:22:29.291Z,"37km ENE of Beatty, Nevada",earthquake,,0.7,0.35,21,reviewed,nn,nn
2019-03-19T09:02:39.280Z,33.4881667,-116.7883333,3.86,0.33,ml,18,69,0.02614,0.13,ci,ci38275871,2019-03-19T13:37:22.471Z,"9km NE of Aguanga, CA",earthquake,0.22,0.48,0.109,6,reviewed,ci,ci
2019-03-19T09:01:25.540Z,38.8218346,-122.8553314,1.61,0.56,md,7,96,0.005828,0.01,nc,nc73154141,2019-03-19T09:17:02.428Z,"10km WNW of The Geysers, CA",earthquake,0.49,0.92,0.01,2,automatic,nc,nc
2019-03-19T08:55:26.220Z,33.4815,-116.7963333,8.23,1.28,ml,52,37,0.03097,0.21,ci,ci38275863,2019-03-19T13:38:36.250Z,"8km NE of Aguanga, CA",earthquake,0.19,0.65,0.131,26,reviewed,ci,ci
2019-03-19T08:52:54.033Z,37.0103,-116.3613,8.6,0.1,ml,13,106.56,0.04,0.1324,nn,nn00680434,2019-03-20T00:12:08.114Z,"37km ENE of Beatty, Nevada",earthquake,,1.5,1.35,6,reviewed,nn,nn
2019-03-19T08:52:17.754Z,69.6603,-144.1482,0,2.8,ml,,,,0.85,ak,ak0193l4zqh1,2019-03-22T09:14:33.040Z,"56km SSW of Kaktovik, Alaska",earthquake,,1.3,,,automatic,ak,ak
2019-03-19T08:45:12.805Z,69.6546,-144.3002,0,3,ml,,,,0.74,ak,ak0193l4y7kg,2019-03-22T09:06:47.040Z,"59km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-03-19T08:41:00.309Z,37.0156,-116.3672,10.2,0.5,ml,36,100.54,0.037,0.1377,nn,nn00680355,2019-03-19T17:11:06.921Z,"36km ENE of Beatty, Nevada",earthquake,,0.7,0.39,18,reviewed,nn,nn
2019-03-19T08:37:42.330Z,35.9846,-114.9809,7.3,0.5,ml,3,136.65,0.111,0.0044,nn,nn00680433,2019-03-19T23:53:37.554Z,"6km S of Henderson, Nevada",earthquake,,12.3,0,1,reviewed,nn,nn
2019-03-19T08:35:17.210Z,18.9315,-65.0135,38,2.53,md,5,341,1.1493,0.18,pr,pr2019078009,2019-03-19T12:06:35.520Z,"65km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.51,12.47,0.36,4,reviewed,pr,pr
2019-03-19T08:27:53.060Z,38.8426666,-122.8396683,1.59,0.78,md,12,106,0.01749,0.02,nc,nc73154136,2019-03-19T08:58:03.314Z,"10km NW of The Geysers, CA",earthquake,0.41,0.57,0.16,2,automatic,nc,nc
2019-03-19T08:27:29.290Z,38.8428345,-122.8393326,2.1,0.56,md,8,92,0.01718,0.01,nc,nc73154126,2019-03-19T08:47:03.247Z,"10km NW of The Geysers, CA",earthquake,0.39,0.78,0.01,2,automatic,nc,nc
2019-03-19T08:26:54.991Z,38.0704,-118.0665,1.6,1.3,ml,12,122.2,0.369,0.1538,nn,nn00680353,2019-03-19T16:49:18.729Z,"70km SE of Hawthorne, Nevada",earthquake,,4.6,0.68,6,reviewed,nn,nn
2019-03-19T08:25:49.659Z,58.4671,-137.2972,0,2.1,ml,,,,0.86,ak,ak0193l4u0pl,2019-03-19T20:04:31.017Z,"91km W of Gustavus, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-03-19T08:24:53.744Z,38.0725,-118.0926,11.5,1.2,ml,14,77.19,0.364,0.1723,nn,nn00680351,2019-03-19T16:40:01.034Z,"68km SE of Hawthorne, Nevada",earthquake,,3.7,0.29,5,reviewed,nn,nn
2019-03-19T08:14:58.240Z,-36.7221,177.3105,18.54,4.4,mb,,214,1.156,1.06,us,us1000jidx,2019-03-20T09:16:53.040Z,"134km ENE of Tairua, New Zealand",earthquake,6.9,2.2,0.189,8,reviewed,us,us
2019-03-19T08:10:40.035Z,38.0791,-118.0635,3.5,2.5,ml,21,78.39,0.361,0.2029,nn,nn00680348,2019-03-22T08:43:13.040Z,"69km SE of Hawthorne, Nevada",earthquake,,1.3,0.32,13,reviewed,nn,nn
2019-03-19T08:04:29.381Z,36.6966,-116.2868,3.3,-0.2,ml,10,147.62,0.066,0.1079,nn,nn00680431,2019-03-19T23:47:27.578Z,"48km ESE of Beatty, Nevada",earthquake,,3.5,0.66,4,reviewed,nn,nn
2019-03-19T08:01:27.140Z,11.1138,126.2961,58.68,4.9,mb,,111,4.08,0.96,us,us1000jidv,2019-03-25T03:09:31.111Z,"54km ENE of Sulangan, Philippines",earthquake,11,7.5,0.061,85,reviewed,us,us
2019-03-19T07:58:11.560Z,18.0075,-68.6723,77,3.01,md,7,265,0.584,0.34,pr,pr2019078008,2019-03-22T09:01:13.040Z,"45km SSW of Boca de Yuma, Dominican Republic",earthquake,5.77,5.7,0.28,6,reviewed,pr,pr
2019-03-19T07:55:13.170Z,38.8380013,-122.7838364,2.05,0.56,md,8,112,0.005099,0.02,nc,nc73154101,2019-03-19T10:19:02.795Z,"6km WNW of Cobb, CA",earthquake,0.79,1.48,,1,automatic,nc,nc
2019-03-19T07:53:05.820Z,36.0688333,-117.6805,1.53,0.47,ml,12,98,0.08132,0.11,ci,ci38275855,2019-03-19T17:37:29.490Z,"24km E of Coso Junction, CA",earthquake,0.22,0.36,0.128,6,reviewed,ci,ci
2019-03-19T07:48:06.000Z,36.0705,-117.6791667,1.33,1.01,ml,12,90,0.08313,0.13,ci,ci38275847,2019-03-19T13:37:45.011Z,"24km E of Coso Junction, CA",earthquake,0.25,0.49,0.185,14,reviewed,ci,ci
2019-03-19T07:40:12.570Z,38.8366661,-122.7748337,3.54,0.56,md,8,175,0.006052,0.05,nc,nc73154096,2019-03-19T08:01:04.002Z,"5km WNW of Cobb, CA",earthquake,0.71,1.22,,1,automatic,nc,nc
2019-03-19T07:33:39.120Z,45.8715,-111.3703333,4.1,0.97,ml,8,106,0.3,0.17,mb,mb80338289,2019-03-20T15:42:17.740Z,"3km WNW of Manhattan, Montana",earthquake,0.58,10.43,0.162,6,reviewed,mb,mb
2019-03-19T07:29:59.270Z,36.0718333,-117.6821667,1.95,1.97,ml,22,74,0.08185,0.09,ci,ci38275839,2019-03-19T20:43:12.640Z,"24km E of Coso Junction, CA",earthquake,0.14,0.21,0.082,11,reviewed,ci,ci
2019-03-19T07:29:41.720Z,36.0726667,-117.6813333,1.78,2.06,ml,32,76,0.08288,0.13,ci,ci38275831,2019-03-19T20:39:38.430Z,"24km E of Coso Junction, CA",earthquake,0.15,0.29,0.188,26,reviewed,ci,ci
2019-03-19T07:28:39.365Z,60.0051,-151.7697,52.3,2,ml,,,,0.72,ak,ak0193l496u2,2019-03-19T07:32:56.871Z,"25km N of Anchor Point, Alaska",earthquake,,1,,,automatic,ak,ak
2019-03-19T07:26:14.687Z,61.432,-149.984,20.1,2.4,ml,,,,0.71,ak,ak0193l48pj9,2019-03-19T07:38:28.850Z,"10km S of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-19T07:12:14.170Z,19.1735,-65.202,55,3.14,md,5,334,1.5093,0.14,pr,pr2019078007,2019-03-22T08:58:59.040Z,"107km N of Culebra, Puerto Rico",earthquake,2.36,9.25,0.12,4,reviewed,pr,pr
2019-03-19T07:11:48.518Z,63.1503,-151.4781,7.4,1.5,ml,,,,0.78,ak,ak0193l45kdf,2019-03-19T07:15:22.231Z,"115km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-19T07:08:56.588Z,62.9118,-150.0611,79.1,1.8,ml,,,,0.54,ak,ak0193l44xux,2019-03-19T07:15:21.888Z,"65km N of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2019-03-19T07:04:07.420Z,36.0691667,-117.6846667,2.33,0.67,ml,16,76,0.07868,0.08,ci,ci38275815,2019-03-19T20:35:03.294Z,"24km E of Coso Junction, CA",earthquake,0.15,0.29,0.104,6,reviewed,ci,ci
2019-03-19T07:03:39.650Z,38.7973333,-122.7415,1.27,1.37,md,33,50,0.01456,0.05,nc,nc73154086,2019-03-20T02:43:02.560Z,"3km NNE of The Geysers, CA",earthquake,0.15,0.3,0.248,10,reviewed,nc,nc
2019-03-19T07:02:46.410Z,61.0272,-150.964,46.7,1.9,ml,,,,0.68,ak,ak0193l43mrx,2019-03-19T07:13:40.934Z,"41km NNE of Nikiski, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-03-19T07:01:47.460Z,39.3993333,-110.2733333,3.39,2.13,md,12,210,0.2293,0.17,uu,uu60317097,2019-03-19T20:55:12.510Z,"20km SE of East Carbon City, Utah",earthquake,1.32,31.61,0.135,11,reviewed,uu,uu
2019-03-19T07:01:47.410Z,38.8063316,-122.7786636,2.04,0.47,md,10,112,0.0131,0.03,nc,nc73154081,2019-03-19T07:38:02.861Z,"4km NNW of The Geysers, CA",earthquake,0.39,0.72,0.08,2,automatic,nc,nc
2019-03-19T06:55:46.860Z,39.0493333,-110.9586667,15.22,1.56,ml,15,106,0.2118,0.23,uu,uu60317092,2019-03-19T15:13:49.930Z,"15km ESE of Ferron, Utah",earthquake,0.65,1.27,0.126,3,reviewed,uu,uu
2019-03-19T06:48:19.490Z,19.099,-67.4615,55,2.7,md,10,225,0.7148,0.67,pr,pr2019078006,2019-03-19T09:41:10.666Z,"77km NNW of San Antonio, Puerto Rico",earthquake,5.3,16.61,0.35,10,reviewed,pr,pr
2019-03-19T06:46:29.480Z,36.07,-117.6821667,1.78,0.45,ml,13,76,0.08082,0.11,ci,ci38275799,2019-03-19T20:32:41.951Z,"24km E of Coso Junction, CA",earthquake,0.21,0.41,0.213,5,reviewed,ci,ci
2019-03-19T06:44:10.530Z,38.7989998,-122.7391663,1.27,0.47,md,6,107,0.01585,0.02,nc,nc73154076,2019-03-19T07:15:03.726Z,"3km NNE of The Geysers, CA",earthquake,0.42,1.49,0.1,2,automatic,nc,nc
2019-03-19T06:41:52.064Z,38.0788,-118.0616,0,0.9,ml,6,189.72,0.383,0.1925,nn,nn00680424,2019-03-19T23:25:52.945Z,"69km SE of Hawthorne, Nevada",earthquake,,0,0.08,2,reviewed,nn,nn
2019-03-19T06:41:31.563Z,63.5407,-150.9874,4.5,0.6,ml,,,,0.56,ak,ak0193l3qixw,2019-03-19T19:54:17.832Z,"102km W of Cantwell, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-03-19T06:41:15.807Z,62.0374,-147.9922,40.8,1.3,ml,,,,0.57,ak,ak0193l3qh43,2019-03-19T19:54:17.315Z,"52km ENE of Sutton-Alpine, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-03-19T06:35:07.680Z,44.2485,-110.7733333,2.16,1.09,md,11,192,0.2077,0.19,uu,uu60317087,2019-03-19T16:55:39.980Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,1.08,1.66,0.371,6,reviewed,uu,uu
2019-03-19T06:32:47.808Z,61.3921,-150.055,34,1.7,ml,,,,0.38,ak,ak0193l3omr0,2019-03-19T06:35:43.186Z,"15km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-19T06:32:33.250Z,38.793499,-122.7591629,0.55,0.92,md,16,54,0.02031,0.06,nc,nc73154071,2019-03-19T08:45:04.234Z,"2km N of The Geysers, CA",earthquake,0.23,0.71,0.1,5,automatic,nc,nc
2019-03-19T06:21:14.110Z,33.5146667,-116.5113333,13.97,0.29,ml,19,94,0.04577,0.16,ci,ci38275783,2019-03-19T20:31:09.496Z,"16km ESE of Anza, CA",earthquake,0.49,0.67,0.146,6,reviewed,ci,ci
2019-03-19T06:13:01.540Z,38.8011667,-122.8216667,3.67,0.29,md,16,110,0.009674,0.04,nc,nc73154061,2019-03-19T18:53:03.796Z,"6km WNW of The Geysers, CA",earthquake,0.39,0.59,,1,reviewed,nc,nc
2019-03-19T05:49:22.370Z,38.8011667,-122.815,2.68,1.89,md,53,29,0.01349,0.08,nc,nc73154056,2019-03-19T21:48:03.817Z,"6km WNW of The Geysers, CA",earthquake,0.15,0.24,0.165,26,reviewed,nc,nc
2019-03-19T05:40:08.050Z,39.0491667,-110.9508333,2.76,1.87,ml,17,154,0.2165,0.11,uu,uu60317082,2019-03-19T14:59:23.240Z,"16km ESE of Ferron, Utah",earthquake,0.42,31.61,0.141,3,reviewed,uu,uu
2019-03-19T05:25:11.000Z,19.0953333,-155.4841667,44.84,1.98,md,25,177,0.06329,0.12,hv,hv70872212,2019-03-19T17:38:05.760Z,"12km S of Pahala, Hawaii",earthquake,0.91,0.72,0.042,13,reviewed,hv,hv
2019-03-19T05:23:57.382Z,66.273,-157.2125,1.6,1.4,ml,,,,0.7,ak,ak0193l31ag5,2019-03-19T05:36:22.994Z,"72km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-19T05:16:48.000Z,18.9526,-68.0828,24,2.14,md,3,218,0.5307,0.26,pr,pr2019078005,2019-03-19T09:40:54.250Z,"53km NE of Punta Cana, Dominican Republic",earthquake,3.69,22.93,0.57,3,reviewed,pr,pr
2019-03-19T05:15:39.219Z,61.4144,-150.0331,36.8,1.8,ml,,,,0.81,ak,ak0193l2zjb5,2019-03-19T05:34:42.399Z,"12km SSW of Big Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-03-19T05:09:19.400Z,38.7971649,-122.7343369,1.23,0.52,md,7,122,0.01403,0.04,nc,nc73154051,2019-03-19T05:25:03.056Z,"3km NE of The Geysers, CA",earthquake,0.59,1.38,0.07,3,automatic,nc,nc
2019-03-19T04:58:57.970Z,33.5271667,-116.5283333,13.22,0.73,ml,27,68,0.03034,0.19,ci,ci38275615,2019-03-19T13:38:28.427Z,"14km ESE of Anza, CA",earthquake,0.28,0.46,0.216,19,reviewed,ci,ci
2019-03-19T04:56:53.880Z,36.1163333,-117.6695,4.46,0.61,ml,7,142,0.07601,0.08,ci,ci38275607,2019-03-19T13:38:45.278Z,"26km ENE of Coso Junction, CA",earthquake,0.27,0.89,0.086,5,reviewed,ci,ci
2019-03-19T04:48:31.953Z,60.756,-152.2355,89,2.1,ml,,,,0.49,ak,ak0193l2l5rz,2019-03-19T04:55:04.837Z,"41km NE of Redoubt Volcano, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-03-19T04:37:40.443Z,40.209,-121.0533,7.2,1,ml,6,163.31,0.209,0.1185,nn,nn00680419,2019-03-19T23:04:15.584Z,"11km SSW of Westwood, California",earthquake,,8.8,0.28,3,reviewed,nn,nn
2019-03-19T04:24:49.951Z,66.2441,-157.2052,0,2.1,ml,,,,0.86,ak,ak0193l2g202,2019-03-19T04:36:00.821Z,"75km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-19T04:20:29.710Z,-15.387,167.4167,138.4,5,mb,,57,6.712,0.73,us,us1000jias,2019-03-19T04:38:08.040Z,"31km ENE of Luganville, Vanuatu",earthquake,11.7,8.2,0.094,36,reviewed,us,us
2019-03-19T04:07:25.330Z,38.8153343,-122.7683334,1.05,0.56,md,8,135,0.009869,0.02,nc,nc73154046,2019-03-19T04:49:02.857Z,"4km W of Cobb, CA",earthquake,0.69,0.94,,1,automatic,nc,nc
2019-03-19T04:04:19.060Z,35.0649,-97.5676,5,2.7,mb_lg,,90,0.235,0.46,us,us1000jiak,2019-03-21T21:38:40.841Z,"11km SE of Blanchard, Oklahoma",earthquake,1.4,1.7,0.06,72,reviewed,us,us
2019-03-19T04:01:34.220Z,24.7392,121.911,83.59,4.4,mb,,59,0.442,0.57,us,us1000jibb,2019-03-19T13:13:43.835Z,"16km E of Yilan, Taiwan",earthquake,5.2,3,0.08,45,reviewed,us,us
2019-03-19T03:53:47.520Z,19.01,-67.9205,78,2.74,md,11,189,0.6772,0.58,pr,pr2019078002,2019-03-19T09:39:55.810Z,"69km NE of Punta Cana, Dominican Republic",earthquake,3.71,5.58,0.45,8,reviewed,pr,pr
2019-03-19T03:50:19.142Z,69.6006,-145.1078,52,2.3,ml,,,,0.5,ak,ak0193l204m2,2019-03-19T04:01:04.780Z,"82km SW of Kaktovik, Alaska",earthquake,,5.4,,,automatic,ak,ak
2019-03-19T03:41:48.500Z,17.9551,-66.1551,15,1.53,md,9,205,0.0494,0.24,pr,pr2019078004,2019-03-19T09:40:31.386Z,"1km E of Jobos, Puerto Rico",earthquake,0.84,0.64,0.55,8,reviewed,pr,pr
2019-03-19T03:39:11.460Z,37.5496667,-118.8533333,6.86,1.07,md,21,157,0.04465,0.04,nc,nc73154041,2019-03-19T17:38:55.276Z,"15km SE of Mammoth Lakes, CA",earthquake,0.31,0.53,0.155,18,reviewed,nc,nc
2019-03-19T03:36:49.490Z,37.5493333,-118.8538333,7.18,1.15,md,20,157,0.04512,0.03,nc,nc73154036,2019-03-19T20:53:02.496Z,"15km SE of Mammoth Lakes, CA",earthquake,0.37,0.68,0.166,18,reviewed,nc,nc
2019-03-19T03:36:37.106Z,39.9157,-120.0504,7.8,0.8,ml,4,182.09,0.175,0.1246,nn,nn00680398,2019-03-19T20:01:33.790Z,"26km NNW of Cold Springs, Nevada",earthquake,,5.5,0.3,3,reviewed,nn,nn
2019-03-19T03:34:57.700Z,38.4998333,-122.626,7.03,1.32,md,30,66,0.05959,0.1,nc,nc73154031,2019-03-19T23:30:05.398Z,"9km NE of Santa Rosa, CA",earthquake,0.19,0.51,0.096,15,reviewed,nc,nc
2019-03-19T03:31:59.300Z,53.8279,161.1834,35,4.2,mb,,161,1.717,0.88,us,us1000jiaa,2019-03-19T03:49:48.040Z,"189km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,10.4,2,0.089,35,reviewed,us,us
2019-03-19T03:30:28.860Z,17.867,-66.827,9,2.02,md,4,249,0.2402,0.1,pr,pr2019078003,2019-03-19T09:40:15.402Z,"13km SSE of Maria Antonia, Puerto Rico",earthquake,1.7,9.05,0.09,3,reviewed,pr,pr
2019-03-19T03:26:29.130Z,-54.2707,7.9192,10,5.1,mb,,89,18.08,0.57,us,us1000jia7,2019-03-19T03:39:31.040Z,"297km E of Bouvet Island, Bouvet Island",earthquake,5.5,1.9,0.104,30,reviewed,us,us
2019-03-19T03:26:21.367Z,37.4308,-116.0838,0,0.5,ml,24,296.06,0.201,0.205,nn,nn00680395,2019-03-19T19:52:15.444Z,"81km W of Alamo, Nevada",earthquake,,0,0.28,8,reviewed,nn,nn
2019-03-19T03:24:25.920Z,36.07,-117.684,2.01,1.06,ml,12,89,0.07959,0.1,ci,ci38275535,2019-03-19T13:38:48.073Z,"24km E of Coso Junction, CA",earthquake,0.24,0.32,0.202,14,reviewed,ci,ci
2019-03-19T03:20:54.890Z,63.5906,-150.6627,7.8,0.9,ml,,,,0.5,ak,ak0193l1trv2,2019-03-19T18:55:33.605Z,"88km WSW of Healy, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-03-19T03:20:44.545Z,60.6839,-151.6182,72.3,2.7,ml,,,,0.47,ak,ak0193l1tr45,2019-03-19T03:33:09.784Z,"18km W of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-19T03:20:34.890Z,18.1248,-68.9788,9,3.16,md,8,236,0.7129,0.41,pr,pr2019078001,2019-03-19T09:39:31.610Z,"33km S of La Romana, Dominican Republic",earthquake,1.42,2.09,0.15,5,reviewed,pr,pr
2019-03-19T03:14:24.543Z,58.2132,-156.0631,137.5,1.9,ml,,,,0.48,ak,ak0193l1sfwz,2019-03-19T18:52:22.280Z,"63km SSE of King Salmon, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2019-03-19T02:58:12.950Z,18.2533,-66.6288,9,1.5,md,3,216,0.1561,0.12,pr,pr2019078000,2019-03-19T05:55:18.210Z,"5km NW of Jayuya, Puerto Rico",earthquake,8.26,9.97,0.11,3,reviewed,pr,pr
2019-03-19T02:49:51.080Z,19.4398333,-155.2845,-0.12,0.65,md,13,268,0.01635,0.09,hv,hv70871927,2019-03-19T03:10:54.550Z,"5km WNW of Volcano, Hawaii",earthquake,0.41,0.27,0.063,3,reviewed,hv,hv
2019-03-19T02:45:33.350Z,33.4326667,-116.4361667,15.45,0.77,ml,23,124,0.09092,0.15,ci,ci38275519,2019-03-19T13:39:03.496Z,"20km NNW of Borrego Springs, CA",earthquake,0.3,0.68,0.166,20,reviewed,ci,ci
2019-03-19T02:39:35.867Z,63.1863,-150.3649,111.7,3.5,ml,,,,0.83,ak,ak0193l1cdca,2019-03-19T18:48:40.767Z,"74km WSW of Cantwell, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-03-19T02:35:44.960Z,33.782,-117.7465,13.52,0.91,ml,24,134,0.04889,0.19,ci,ci38275511,2019-03-19T20:11:11.589Z,"5km ENE of North Tustin, CA",earthquake,0.37,0.63,0.141,10,reviewed,ci,ci
2019-03-19T02:35:26.122Z,36.9392,-116.1048,5.7,-0.2,ml,12,72.27,0.018,0.1193,nn,nn00680391,2019-03-19T19:27:34.476Z,"58km E of Beatty, Nevada",earthquake,,1.2,0.6,5,reviewed,nn,nn
2019-03-19T02:30:23.129Z,37.3146,-117.4921,4.6,1.1,ml,15,121.74,0.147,0.1537,nn,nn00680340,2019-03-19T16:21:17.403Z,"49km SSW of Goldfield, Nevada",earthquake,,2.7,0.35,8,reviewed,nn,nn
2019-03-19T02:20:53.926Z,38.5788,-118.4293,9.6,-0.5,ml,4,180.02,0.088,0.1307,nn,nn00680389,2019-03-19T19:18:17.479Z,"18km ENE of Hawthorne, Nevada",earthquake,,7.1,0,1,reviewed,nn,nn
2019-03-19T02:20:29.060Z,38.8101654,-122.8259964,1,0.79,md,12,104,0.002803,0.05,nc,nc73154016,2019-03-19T02:45:04.132Z,"7km WNW of The Geysers, CA",earthquake,0.29,0.5,0.01,3,automatic,nc,nc
2019-03-19T02:08:58.630Z,33.5013333,-116.798,3.67,1.06,ml,39,31,0.01118,0.14,ci,ci38275495,2019-03-19T20:07:52.028Z,"9km NE of Aguanga, CA",earthquake,0.15,0.38,0.099,23,reviewed,ci,ci
2019-03-19T02:08:39.850Z,37.553,-118.8811667,5.82,0.37,md,14,240,0.05547,0.04,nc,nc73154011,2019-03-19T18:19:02.600Z,"13km SE of Mammoth Lakes, CA",earthquake,0.81,0.49,0.181,12,reviewed,nc,nc
2019-03-19T02:08:00.435Z,66.2941,-157.2169,0.1,3,ml,,,,0.66,ak,ak0193l15nig,2019-03-19T03:01:44.040Z,"69km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
